bed_gs,talus_gs,lith,talus_dimensions,vert,horiz,depth,incline,bf_w,bluff_h,coord_n,coord_w
11,1450,S,,,96.3,14.4,,27.93,15.78,36.068202,-93.236188
11,210,S,,,,,,,42.24,,
11,330,S,,,,,,,,,
11,240,S,,,,,,,,,
16,590,S,,,,,,,,,
16,470,L,,,,,,,,,
16,650,L,,,,,,,,,
16,440,L,,,,,,,,,
16,970,L,,,,,,,,,
16,370,L,,,,,,,,,
16,610,L,,,,,,,,,
16,290,S,,,,,,,,,
16,600,L,,,,,,,,,
22.6,330,L,,,,,,,,,
22.6,680,L,,,,,,,,,
22.6,380,L,,,,,,,,,
22.6,320,L,,,,,,,,,
22.6,970,L,,,,,,,,,
22.6,370,L,,,,,,,,,
22.6,250,L,,,,,,,,,
22.6,540,L,,,,,,,,,
22.6,510,L,,,,,,,,,
22.6,370,L,,,,,,,,,
22.6,450,L,,,,,,,,,
22.6,380,L,,,,,,,,,
22.6,260,L,,,,,,,,,
22.6,410,L,,,,,,,,,
22.6,1940,L,,,,,,,,,
22.6,530,L,,,,,,,,,
22.6,230,L,,,,,,,,,
22.6,300,L,,,,,,,,,
22.6,390,L,,,,,,,,,
22.6,230,L,,,,,,,,,
22.6,250,L,,,,,,,,,
22.6,300,L,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
22.6,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
64,,,,,,,,,,,
64,,,,,,,,,,,
64,,,,,,,,,,,
64,,,,,,,,,,,
64,,,,,,,,,,,
64,,,,,,,,,,,
64,,,,,,,,,,,
64,,,,,,,,,,,
64,,,,,,,,,,,
64,,,,,,,,,,,
64,,,,,,,,,,,
64,,,,,,,,,,,
90,,,,,,,,,,,
90,,,,,,,,,,,
90,,,,,,,,,,,
90,,,,,,,,,,,
90,,,,,,,,,,,
90,,,,,,,,,,,
90,,,,,,,,,,,
128,,,,,,,,,,,
128,,,,,,,,,,,
180,,,,,,,,,,,
180,,,,,,,,,,,
180,,,,,,,,,,,
256,,,,,,,,,,,
256,,,,,,,,,,,
362,,,,,,,,,,,
362,,,,,,,,,,,
